status,p_value,morans_test_statistic,morans_I,gene_short_name,q_value
OK,0,85.52890521734666,0.41516859315958055,GUCY1B1,0
OK,0,85.39623777840703,0.41452991223320257,TNXB,0
OK,0,85.2709400165977,0.4138347767141483,GJA4,0
OK,0,84.73283453872003,0.41129842979627446,LPAR1,0
OK,0,84.61462393191039,0.4106942271839068,TBX2,0
OK,0,85.47630698861242,0.40994644479076003,AL392172.2,0
OK,0,83.46883432137285,0.40507367994889276,ENPEP,0
OK,0,83.09036365361578,0.4032734513899493,SLC6A17,0
OK,0,83.46164415579389,0.40164816863679775,LY86,0
OK,0,82.63017848379184,0.40110087828636853,ELMO1,0
OK,0,81.75118026260313,0.3967978767425719,DNAH11,0
OK,0,81.1610963896166,0.39396177948004935,PRICKLE1,0
OK,0,80.20527122754129,0.38926995749382454,HEYL,0
OK,0,80.63145589022525,0.3860861141678539,CD86,0
OK,0,79.39036692130271,0.38535748795981184,SLC7A11,0
OK,0,78.20698061383739,0.3795556369040309,ROR2,0
OK,0,78.16929467808347,0.37942881768071945,A2M,0
OK,0,77.98522243424614,0.37849825042980695,ALDH1A2,0
OK,0,78.41289416932041,0.3784760680864399,PTPRC,0
OK,0,77.91701158985471,0.37815093616775136,CLMP,0
OK,0,77.74095348600363,0.377328533134771,AC002546.1,0
OK,0,77.70464129546977,0.3771751703517552,FHL2,0
OK,0,77.58442185909777,0.37653306428481464,SSTR2,0
OK,0,77.39077571925688,0.3755881150885402,AC026316.5,0
OK,0,77.23252255284541,0.37488331516836304,SPECC1,0
OK,0,77.12353587566598,0.37431393003250846,EDNRA,0
OK,0,77.06674663087067,0.3739990749138617,THBS2,0
OK,0,76.99160863075224,0.3737083967610719,B2M,0
OK,0,76.98476917107477,0.3733832126009597,COLEC12,0
OK,0,76.8159997040042,0.37286062446002366,CARMN,0
OK,0,76.47351600853808,0.37119674879589937,FN1,0
OK,0,76.34957636406497,0.37056359102736575,ST3GAL6,0
OK,0,75.98722897831351,0.3688275782065111,FBN1,0
OK,0,75.7551922967093,0.3676257750551083,CXCL12,0
OK,0,75.22735200553542,0.36509093520670594,ANO2,0
OK,0,75.14084357025611,0.36469874399604457,AC106845.1,0
OK,0,74.90733744169613,0.36358027649375446,AFDN,0
OK,0,74.57299561602126,0.36190741295063905,IQGAP2,0
OK,0,74.90962538696277,0.36154050867765086,IKZF1,0
